name,reviews.rating,cleaned_text
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,drycracked lip problem meas live sonoran desert arizonai tried carmex lip balm last year lip always moisturized healthy looking thank
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex since year old best lip balm work super winter hit get cold wind burnt chapped lip carmex heals right
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex year year important carry purse needed take lot space either disppointed choice
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,little pot healing love carmax year round lip protector healer love way work quickly bring back soft lip smell tingle taste loove
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex preferred lip care product irritated dry lip love warms immediately give relief need chose original container use carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,suffered chapped lip life finally found product work apply last several hour even smoking drinking love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex little jar leaf lip smooth soft jar fit right pocket fast lip action went skying great kept lip refreshed day
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex lip balm lip need awesome product chapped lip heaven really last one item cant leave house
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex year prone cold sore long use carmex dont problem carmex thing work reliably keep lip moisturized
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex since early seventy hand best lip care product stood test time bravo nicely done carmex people
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,keep bulk house lip heaven texas weather use keep kid well help keep lip moist healthy best lip balm ever
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used product year raised child product work quickly healing cold soar chapped lip even recommended use grandchild
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex go smooth stay put carmex lip stay soft dont get crack lead chapped lip cold sore love little white pot yellow lid
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used product since child cold winter month lip chapped feel like burning product soothing
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using product year really cant say enough without doubt best lip balm ever tried five star guy thank anne hamilton
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,tried product nothing even come close carmex also used carmex stick tube nothing better old school jar love carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,favorite carmex product keep one purse another dresser work wonderfully dry chapped lip freshen lipstick small cold sore
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,started applying four time day honestly great even wear away leaf lip really smooth awesome
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,wow using product long remember blessing chapped lip make feel like arent real smooth
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using product friend told try using carmex decided give try product buy work better product used past
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carry carmex jar time well always desk work dont know jar love much one kind buy carmex love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought carmex jar cold lip nose chapped well help cold found texture nice lip continued use love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,going soon remember night put carmex lip crawling bed keep throughout house always one purse travel bag love carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use product religiously hard time getting lip stay moist carmex great solution perfect chapped lip even cold sore
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,stocked brand bottle since year ago ton still left use one car purse bedroom go lip product cant leave house without ever
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,teenage boy dry lip tend crack thought girlie use tube stick gave jar love cracked lip manhood tact
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,im using jar adult life always around car nightstand kitchen bathroom lip cold sore insect bite even zipper ill always carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex lip balm favorite go season season dry summer sun lip right winter wind burn lip consistently work moisten help heal prevent lip damage
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always buy carmex best market product family stuff cover chap lip carmex cure time always jar tube ready waiting
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,started using carmex year old well im year old carmex every room every vehicle two handbag carmex wouldnt way
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using product year bought year ago winter lip chapped worked like miracle ive never looked back buy season year
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex product year product found keep lip soft smooth long period time without always reapply wont try anything else
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,pleased product hydrate lip tendency cold sore get run remember use product regular basis dont need worry flare
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love way product help problem lip getting cold sore iin fall winter monthswith carmex dont problem anymore thank carmex amazing product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex since little girl officially say age couldnt live without carmex lip soft dont think every gotten chapped lip use carmex daily
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,brought container year really like lip stay chapped carmex lip balm really help like potato chip use
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product use lip dry cracked sick feel cold coming grab carmex jar start using right away dont want lip dry cracking bleeding
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,little jar part daily routine apply numorous time day lip soft smoothe love long lasting affordable life saver packed little jar brand buy
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,nervous habit biting lip tried many product market lip carmex best keep lip moist help keep cracking best product market lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love texture carmex lipsespecially way count tender lip healed applying carmex use carmex many reason even reason reason listed packaging
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive used product many year chapped lip irritated peeling nostril blowing nose lol particular one absolute favorite always keep hand nightstand must
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,far favorite product lip balm carry one purse one car kid one back pack one every room house buy holiday gift stocking stuffer
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,love keep lip moisturized flake free carry one everywhere go love matt finish way feel tingly go use overnight morning especially cool
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using year since way back jar glass love stay fresh jar keep jar house purse carmex keep lip moisturized healthy love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love using carmex lip tend really chapped winter product use lip even got husband use also light weight carry pocket dont purse
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex original pot product instantly relieved pain burning sore lip also heals back health little pit wont leak hot car always one car one travel bag
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,needed chapstick told husband get something little tub came home carmex really like really moisturizes lip last long dont reapply
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy carmex family see daughter chapped lip give one like jar one easy use heal faster good cold sore really work need try
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex year yes strayed carmex path occasion time im always pulled back correct orbit carmex product truly work chapped lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using product literally decade carmex excellent chapped lip cold sore highly recommend favorite jar tube great dont buy anything else
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using product since child drychapped lip cold sore love cant imagine using something else keep lip smooth soft make pain cracked lip disappear
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex keep lip soft used toget cold sore one spot top lip soon felt start tingle would put carmex would go away never get cold sore math
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex lip balm jar many year nothing treated lip care apply night bed like magic morning chapping gone thanks carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,certain time year get chapped lip first thing reach carmax original work inexpensive last long time crack jar instant relief seasonal dry lip simple
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex year prefer lip balm stay condition lip prevents cold sore put lipstick carmen help lipstick stay feel wonderful
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always buy jar put xmas stocking everyone really help tp protect lip az year round item needed sun wind dry lip thank every time use
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use product time chapped dry lip love havent opportunity use product available look next time shop
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using carmex lip balm jar year saved lip really helped prevent wrinkle around mouth wonderful product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,entire family us carmex effective lip balm earth stock whenever go sale prepared keep producing please
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,essential work outside kind weather go without carmex apply every night sleeping also glad found carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,cute little jar nightstand since came would lost without every night going bed yes addicted carmex cant without
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,stuff buy severe dry lip cold sore many product finally came across carmex swear never use another product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex pot good love feel lip smooth moist make lip feel protection amazing heals dry lip like
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip cracked chapped carmex give immediate relief without waxing feeling lip balm medicated feeling soothing healing quick result
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,chronically chapped lip dont carmex ever since remember product work use carmex keep lip soft smooth supple
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,grew dad used always keep one pocket one house one car work amazingly
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using classic carmex jar decade since teen actually go time lip dry cracked like texture smell take back
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex last year tube keyrings someone need borrow key aways take carmen cant live without
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex lip balm year product take care chapped lip sunburned lip also great chapping around nose lip cold
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,dont favorite cherry carmex stick always revert back original jar carmex smell always brings back childhood memoriestired true work every time
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using original carmex year immediate relief dry chapped lip also great prevent chapped lip mess around others use work best
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex lip balm lip winter time dont would best thing help one work best lip heals fast
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex original year cold sore work almost immediately child use using year adult
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy every week one truck car office desk cant live without stuff louisiana ohio lip always drythis life line sure
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex year go sleep without told husband get kiss goodnight doesnt get dose carmex he wrong bed
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,thanks pawpaw using got hooked perfect hunting never worry chapped lip rather im shoveling snow sleeping hunting incredibly soft lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using carmex jar year wont use anything else carmex keep lip chapping splitting winter use summer sun doesnt blister lip lip always kissing soft thank carmex
